Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
II1301529;8/29/2013;1:51:00 a. m.;8/28/2013;9:28:00 p. m.;GOODWIN AVE N / STOUGHTON;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132410011;8/29/2013;12:30:00 a. m.;8/29/2013;12:30:00 a. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
AI132410011;8/29/2013;12:25:00 a. m.;8/29/2013;12:25:00 a. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301536;8/30/2013;12:39:00 a. m.;8/29/2013;11:48:00 p. m.;JOHN STREET E / FIRST ST;WARRANT-IN STATE;ARREST
;;;;;;;
II1301537;8/30/2013;2:33:00 a. m.;8/30/2013;2:33:00 a. m.;600 blk of STOUGHTON;ASSIST/ROBBERY DETAIL;ADMIN. CLOSE
;;;;;;;
II1301537;8/30/2013;2:33:00 a. m.;8/30/2013;2:33:00 a. m.;600 blk of STOUGHTON;ASSIST/ROBBERY DETAIL;ADMIN. CLOSE
;;;;;;;
II1301538;8/30/2013;5:06:00 a. m.;8/29/2013;7:00:00 a. m.;LINCOLN HALL;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1301539;8/30/2013;5:53:00 a. m.;8/30/2013;5:50:00 a. m.;NOYES LAB;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1301540;8/30/2013;9:01:00 a. m.;8/11/2013;11:00:00 a. m.;STUDENT STAFF APARTMENTS;THEFT OVER;PENDING
;;;;;;;
II1301543;8/30/2013;4:49:00 p. m.;8/28/2013;8:30:00 a. m.;EDUCATION BUILDING;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301545;8/30/2013;11:51:00 p. m.;8/30/2013;11:51:00 p. m.;PARKING LOT D-15;BATTERY-AGGRAVATED;ARREST
;;;;;;;
II1301545;8/30/2013;11:51:00 p. m.;8/30/2013;11:51:00 p. m.;PARKING LOT D-15;MOB ACTION;ARREST
;;;;;;;
II1301545;8/30/2013;11:51:00 p. m.;8/30/2013;11:51:00 p. m.;PARKING LOT D-15;ROBBERY;ARREST
;;;;;;;
II1301545;8/30/2013;11:51:00 p. m.;8/30/2013;11:51:00 p. m.;PARKING LOT D-15;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301542;8/30/2013;3:27:00 p. m.;8/30/2013;3:07:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1301545;8/30/2013;11:51:00 p. m.;8/30/2013;11:51:00 p. m.;PARKING LOT D-15;BATTERY;PENDING
;;;;;;;
UU1303774;8/30/2013;12:00:00 a. m.;7/14/2013;8:30:00 p. m.;WESLEY METHODIST CHURCH;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1301750;8/30/2013;12:00:00 a. m.;4/13/2013;12:28:00 a. m.;CANOPY CLUB;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
UU1301838;8/30/2013;12:00:00 a. m.;4/17/2013;10:00:00 a. m.;1200 blk of NEVADA ST W;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1302049;8/30/2013;12:00:00 a. m.;4/29/2013;2:05:00 a. m.;800 blk of WESTERN;ARSON;REPORTED TO OTHER
;;;;;;;AGENCY
UU1302497;8/30/2013;12:00:00 a. m.;5/21/2013;2:29:00 a. m.;1300 blk of GREEN ST W;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1302569;8/30/2013;12:00:00 a. m.;5/10/2013;8:00:00 a. m.;WESLEY FOUNDATION CHURCH;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1303588;8/30/2013;12:00:00 a. m.;7/6/2013;3:30:00 p. m.;CHANNING MURRAY FOUNDATN;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1303673;8/30/2013;12:00:00 a. m.;7/8/2013;6:30:00 a. m.;WESLEY METHODIST CHURCH;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1303710;8/30/2013;12:00:00 a. m.;7/11/2013;8:00:00 a. m.;WESLEY CHURCH;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1303823;8/30/2013;12:00:00 a. m.;7/17/2013;1:28:00 a. m.;WESLEY FOUNDATION;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1303927;8/30/2013;12:00:00 a. m.;7/20/2013;12:01:00 a. m.;CANOPY CLUB;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304015;8/30/2013;12:00:00 a. m.;7/25/2013;11:51:00 p. m.;N GOODWIN AV / UNIVERSITY AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304245;8/30/2013;12:00:00 a. m.;8/4/2013;3:09:00 a. m.;800 blk of ILLINOIS ST W;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304259;8/30/2013;12:00:00 a. m.;8/4/2013;11:50:00 p. m.;HARVEY ST / UNIVERSITY AV;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307566;8/30/2013;12:00:00 a. m.;8/18/2013;2:00:00 a. m.;400 blk of E GREEN;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1306786;8/30/2013;12:00:00 a. m.;7/25/2013;10:14:00 a. m.;500 blk of SIXTH ST S;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307213;8/30/2013;12:00:00 a. m.;8/7/2013;5:45:00 a. m.;300 blk of JOHN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307421;8/30/2013;12:00:00 a. m.;8/13/2013;1:19:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307396;8/30/2013;12:00:00 a. m.;8/12/2013;3:45:00 p. m.;700 blk of S SIXTH ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307445;8/30/2013;12:00:00 a. m.;8/8/2013;12:00:00 p. m.;500 blk of FIRST S;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307602;8/30/2013;12:00:00 a. m.;8/19/2013;2:15:00 a. m.;100 blk of E JOHN ST.;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307498;8/30/2013;12:00:00 a. m.;8/15/2013;11:30:00 p. m.;CAMPUS LIQUOR;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307556;8/30/2013;12:00:00 a. m.;8/17/2013;9:38:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307543;8/30/2013;12:00:00 a. m.;8/17/2013;1:30:00 p. m.;PANERA BREAD;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307573;8/30/2013;12:00:00 a. m.;8/18/2013;8:09:00 a. m.;ACACIA HOUSE;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1307330;8/30/2013;12:00:00 a. m.;8/10/2013;2:00:00 p. m.;600 blk of CLARK ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307296;8/30/2013;12:00:00 a. m.;5/13/2013;3:00:00 p. m.;blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307353;8/30/2013;12:00:00 a. m.;8/11/2013;10:50:00 a. m.;GREEN ST E / FIRST ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307105;8/30/2013;12:00:00 a. m.;8/3/2013;10:17:00 p. m.;RED LION BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307211;8/30/2013;12:00:00 a. m.;8/7/2013;4:30:00 a. m.;200 blk of JOHN ST E;TRESPASS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307197;8/30/2013;12:00:00 a. m.;7/22/2013;5:00:00 p. m.;1100 blk of EUCLID ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307049;8/30/2013;12:00:00 a. m.;7/25/2013;3:03:00 p. m.;500 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307220;8/30/2013;12:00:00 a. m.;7/26/2013;12:16:00 p. m.;100 blk of SPRINGFIELD AV E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307241;8/30/2013;12:00:00 a. m.;8/7/2013;9:45:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307424;8/30/2013;12:00:00 a. m.;8/13/2013;3:40:00 p. m.;PANERA BREAD;TRESPASS;REPORTED TO OTHER
;;;;;;;AGENCY
FI132420579;8/30/2013;11:47:00 p. m.;8/30/2013;11:47:00 p. m.;200-BLK DANIEL;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132420034;8/30/2013;1:35:00 a. m.;8/30/2013;1:35:00 a. m.;LAR;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132420063;8/30/2013;3:03:00 a. m.;8/30/2013;3:03:00 a. m.;SIXTH/JOHN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FIROBBERYDET;8/30/2013;12:40:00 a. m.;8/30/2013;12:40:00 a. m.;FOURTH/SPRINGFIELD;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CSA-13-17;8/30/2013;9:05:00 a. m.;8/26-27/2013;UNKNOWN;AREA OF SAUNDERS RESD HALL;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1301553;8/31/2013;11:01:00 p. m.;8/31/2013;11:01:00 p. m.;ILLINI UNION;PORNOGRAPHY-CHILD;ARREST
;;;;;;;
II1301553;8/31/2013;11:01:00 p. m.;8/31/2013;11:01:00 p. m.;ILLINI UNION;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301551;8/31/2013;7:23:00 p. m.;8/31/2013;7:23:00 p. m.;SIGMA ALPHA EPSILON;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
FI132430037;8/31/2013;12:25:00 p. m.;8/31/2013;12:25:00 p. m.;MEMORIAL STADIUM;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132430026;8/31/2013;1:55:00 a. m.;8/31/2013;1:55:00 a. m.;502 E JOHN;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132430394;8/31/2013;7:23:00 p. m.;8/31/2013;7:23:00 p. m.;ALLEN HALL;DISORDERLY CONDUCT;ADMIN CLOSED
;;;;;;;
FI132430037;8/31/2013;11:58:00 a. m.;8/31/2013;11:58:00 a. m.;MEMORIAL STADIUM;LIQUOR;ADMIN CLOSED
;;;;;;;
II1301560;9/1/2013;6:47:00 p. m.;9/1/2013;6:47:00 p. m.;BUS STATION;WARRANT-IN STATE;ARREST
;;;;;;;
;;;;;;;
II1301559;9/1/2013;5:35:00 p. m.;9/1/2013;5:35:00 p. m.;SHELFORD VIVARIUM;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1301557;9/1/2013;4:34:00 p. m.;9/1/2013;4:34:00 p. m.;NEWMARK;INTIMIDATION;ADMIN. CLOSE
;;;;;;;
II1301561;9/1/2013;7:38:00 p. m.;9/1/2013;7:38:00 p. m.;SCOTT RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301561;9/1/2013;7:38:00 p. m.;9/1/2013;7:38:00 p. m.;SCOTT RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
FI132440052;9/1/2013;1:47:00 a. m.;9/1/2013;1:47:00 a. m.;500 E GREEN;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132440035;9/1/2013;1:16:00 a. m.;9/1/2013;1:16:00 a. m.;FIFTH/GREEN;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132440052;9/1/2013;1:48:00 a. m.;9/1/2013;1:48:00 a. m.;600-BLK GREEN;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132440091;9/1/2013;3:01:00 a. m.;9/1/2013;3:01:00 a. m.;TAFT HALL;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132440046;9/1/2013;1:40:00 a. m.;9/1/2013;1:40:00 a. m.;1400-BLK FIRST;LIQUOR;ADMIN CLOSED
;;;;;;;
FI132440557;9/1/2013;11:15:00 p. m.;9/1/2013;11:15:00 p. m.;FIRST/GREEN;DRUGS;ADMIN CLOSED
;;;;;;;
FI132440020;9/1/2013;12:52:00 a. m.;9/1/2013;12:52:00 a. m.;COLONEL WOLFE SCHOOL;DOMESTIC;ADMIN. CLOSED
;;;;;;;
AI132440038;9/1/2013;1:26:00 a. m.;9/1/2013;1:26:00 a. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1743-2013;9/1/2013;10:00:00 p. m.;9/20/2013;10:09:00 a. m.;RED LION BAR;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301563;9/2/2013;1:57:00 a. m.;9/2/2013;12:45:00 a. m.;THIRD S / SPRINGFIELD;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1301563;9/2/2013;1:57:00 a. m.;9/2/2013;12:45:00 a. m.;THIRD S / SPRINGFIELD;BATTERY;ARREST
;;;;;;;
II1301570;9/2/2013;4:15:00 p. m.;9/1/2013;12:00:00 p. m.;ORCHARD DOWNS;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301571;9/2/2013;4:55:00 p. m.;9/1/2013;5:30:00 p. m.;ORCHARD DOWNS;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301573;9/2/2013;8:25:00 p. m.;9/2/2013;12:00:00 p. m.;SIEBEL BUILDING;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301574;9/2/2013;8:56:00 p. m.;9/2/2013;4:00:00 p. m.;SIEBEL CENTER;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301575;9/2/2013;10:59:00 p. m.;9/2/2013;7:31:00 p. m.;SIXTH ST / JOHN;OBSTRUCTING JUSTICE;ARREST
;;;;;;;
II1301575;9/2/2013;10:59:00 p. m.;9/2/2013;7:31:00 p. m.;SIXTH ST / JOHN;CANNABIS-DELIVERY 30GM &;ARREST
;;;;;;UNDER;
FI132450076;9/2/2013;3:25:00 a. m.;9/2/2013;3:25:00 a. m.;QUAD;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1301576;9/3/2013;6:06:00 a. m.;8/30/2013;6:00:00 a. m.;PARKING LOT C-7;CRIMINAL DAMAGE GOVT;ADMIN. CLOSE
;;;;;;SUPPORT PROP;
II1301576;9/3/2013;6:06:00 a. m.;8/30/2013;6:00:00 a. m.;PARKING LOT C-7;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301578;9/3/2013;11:27:00 a. m.;8/30/2013;4:00:00 p. m.;LAR;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301579;9/3/2013;1:07:00 p. m.;9/2/2013;7:00:00 p. m.;PARKING LOT E-5;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301577;9/3/2013;11:19:00 a. m.;8/19/2013;11:19:00 a. m.;700 blk of ILLINOIS W;ASSIST/U OF I FOUND PROPERTY;ADMIN. CLOSE
;;;;;;;
II1301582;9/3/2013;2:16:00 a. m.;9/3/2013;2:16:00 a. m.;CCSO;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301584;9/3/2013;4:39:00 p. m.;8/28/2013;8:00:00 p. m.;DANIELS RESIDENCE HALL;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1301590;9/3/2013;6:02:00 p. m.;9/3/2013;6:02:00 p. m.;PAR DINING HALL;THEFT OVER;PENDING
;;;;;;;
II1301583;9/3/2013;4:10:00 p. m.;9/3/2013;3:54:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1301588;9/3/2013;6:29:00 p. m.;9/3/2013;6:08:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
UU1304750;9/3/2013;12:00:00 a. m.;8/25/2013;12:37:00 a. m.;100 blk of LINCOLN AVE S;LOUD NOISE;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304795;9/3/2013;12:00:00 a. m.;8/26/2013;11:05:00 p. m.;100 blk of LINCOLN AVE S;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307792;9/3/2013;12:00:00 a. m.;8/24/2013;12:01:00 a. m.;E CHALMERS / FIRST ST;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307782;9/3/2013;12:00:00 a. m.;8/24/2013;2:23:00 a. m.;E GREEN ST / FIFTH ST.;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307891;9/3/2013;12:00:00 a. m.;8/25/2013;10:00:00 p. m.;LOCUST S / CHALMERS;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307889;9/3/2013;12:00:00 a. m.;8/23/2013;6:00:00 p. m.;600 blk of GREEN E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307308;9/3/2013;12:00:00 a. m.;8/10/2013;12:51:00 a. m.;300 blk of CLARK ST E;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307828;9/3/2013;12:00:00 a. m.;8/25/2013;2:25:00 a. m.;FIRST STREET / LOCUST;DOMESTIC DISPUTE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307542;9/3/2013;12:00:00 a. m.;8/23/2013;10:43:00 a. m.;300 blk of E STOUGHTON;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307608;9/3/2013;12:00:00 a. m.;8/19/2013;10:00:00 a. m.;ILLINI ARCADE;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307768;9/3/2013;12:00:00 a. m.;7/20/2013;3:00:00 a. m.;CLYBORN;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307788;9/3/2013;12:00:00 a. m.;8/24/2013;2:00:00 a. m.;800 blk of S FIRST ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307802;9/3/2013;12:00:00 a. m.;8/24/2013;8:00:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307525;9/3/2013;12:00:00 a. m.;8/17/2013;12:39:00 a. m.;FOURTH / JOHN;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307772;9/3/2013;12:00:00 a. m.;8/23/2013;9:10:00 p. m.;200 blk of E HEALEY ST;DRUGS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307767;9/3/2013;12:00:00 a. m.;8/23/2013;6:00:00 p. m.;E GREEN ST / FIFTH;RIDING BIKE ON ROAD;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307745;9/3/2013;12:00:00 a. m.;8/21/2013;9:00:00 a. m.;100 blk of E GREEN ST;PROBATION VIOLATION;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307783;9/3/2013;12:00:00 a. m.;8/24/2013;2:40:00 a. m.;FOURTH ST / ARMORY ST;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307791;9/3/2013;12:00:00 a. m.;8/24/2013;2:00:00 a. m.;600 blk of E SPRINGFIELD AVE;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307799;9/3/2013;12:00:00 a. m.;8/24/2013;6:51:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307823;9/3/2013;12:00:00 a. m.;8/25/2013;1:51:00 a. m.;500 blk of CLARK E;BATTERY-DOMESTIC;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307796;9/3/2013;12:00:00 a. m.;8/24/2013;1:30:00 a. m.;blk of E GREEN ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307856;9/3/2013;12:00:00 a. m.;6/24/2013;3:01:00 p. m.;100 blk of E GREEN ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307537;9/3/2013;12:00:00 a. m.;7/13/2013;9:00:00 p. m.;RED LION;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307911;9/3/2013;12:00:00 a. m.;8/26/2013;9:48:00 p. m.;400 blk of SECOND S;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307933;9/3/2013;12:00:00 a. m.;8/27/2013;3:30:00 p. m.;700 blk of S SIXTH ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307887;9/3/2013;12:00:00 a. m.;7/12/2013;12:00:00 p. m.;100 blk of UNIVERSITY E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307921;9/3/2013;12:00:00 a. m.;8/27/2013;10:55:00 a. m.;800 blk of SIXTH S;BIKE VIOLATIONS;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307902;9/3/2013;12:00:00 a. m.;8/26/2013;7:08:00 p. m.;SIXTH STREET S / E GREEN;DISORDERLY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307820;9/3/2013;12:00:00 a. m.;8/25/2013;1:00:00 a. m.;700 blk of S SECOND ST;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307884;9/3/2013;12:00:00 a. m.;8/26/2013;11:59:00 a. m.;300 blk of GREEN ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1307839;9/3/2013;12:00:00 a. m.;8/25/2013;1:30:00 a. m.;GREEN ST E / FOURTH ST;BURGLARY;REPORTED TO OTHER
;;;;;;;AGENCY
FI132460055;9/3/2013;2:22:00 a. m.;9/3/2013;2:22:00 a. m.;QUAD;DISORDERLY CONDUCT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1568-2013;9/3/2013;12:57:00 p. m.;8/31/2013;7:30:00 p. m.;TRELEASE HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1573-2013;9/3/2013;12:47:00 p. m.;9/1/2013;7:25:00 p. m.;SCOTT HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1566-2013;9/3/2013;1:04:00 p. m.;8/29/2013;11:00:00 p. m.;LEONARD HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1570-2013;9/3/2013;12:51:00 p. m.;9/1/2013;3:00:00 a. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
;;;;;;;
1571-2013;9/3/2013;12:49:00 p. m.;9/1/2013;3:00:00 a. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1574-2013;9/3/2013;12:45:00 p. m.;9/1/2013;7:25:00 p. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
1576-2013;9/3/2013;12:43:00 p. m.;9/1/2013;10:44:00 p. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CSA-13-18;9/3/2013;2:42:00 p. m.;9/3/2013;UNKNOWN;APT FIRST/DANIEL;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1301597;9/4/2013;12:57:00 p. m.;9/4/2013;9:00:00 a. m.;CRCE;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301601;9/4/2013;6:02:00 p. m.;9/4/2013;5:00:00 p. m.;ARC;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301599;9/4/2013;2:33:00 p. m.;9/4/2013;2:33:00 p. m.;ILLINI UNION BOOKSTORE;THEFT-RETAIL;ARREST
;;;;;;;
II1301599;9/4/2013;2:33:00 p. m.;9/4/2013;2:33:00 p. m.;ILLINI UNION BOOKSTORE;FALSE ID-POSS (MISC);ARREST
;;;;;;;
II1301602;9/4/2013;6:44:00 p. m.;9/4/2013;6:44:00 p. m.;SPRINGFIELD AVE / MATTHEWS;WARRANT-IN STATE;ARREST
;;;;;;;
FI132470010;9/4/2013;12:25:00 a. m.;9/4/2013;12:25:00 a. m.;PARKING LOT C-3;DISORDERLY CONDUCT;ADMIN CLOSED
;;;;;;;
FI132470020;9/4/2013;1:30:00 a. m.;9/4/2013;1:30:00 a. m.;700-BLK SIXTH ST;DISORDERLY CONDUCT;ADMIN CLOSED
;;;;;;;
FI132470550;9/4/2013;11:47:00 p. m.;9/4/2013;11:47:00 p. m.;OAK ST LIBRARY;TRESPASS;ADMIN CLOSED
;;;;;;;
II1301606;9/5/2013;4:49:00 a. m.;9/5/2013;4:49:00 a. m.;PARKING LOT B-4;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301605;9/5/2013;12:52:00 a. m.;9/5/2013;12:52:00 a. m.;PARKING LOT B-1;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301608;9/5/2013;9:17:00 a. m.;9/3/2013;9:00:00 a. m.;SIEBEL BUILDING;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301610;9/5/2013;10:39:00 a. m.;9/1/2013;11:30:00 a. m.;1000 blk of GREGORY DR;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301609;9/5/2013;9:17:00 a. m.;9/5/2013;9:17:00 a. m.;500 blk of GREEN E;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301614;9/5/2013;5:27:00 p. m.;9/5/2013;1:00:00 p. m.;FOELLINGER AUDITORIUM;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1301611;9/5/2013;11:33:00 a. m.;7/9/2013;10:06:00 a. m.;APPLIED HEALTH SCIENCES;THEFT OVER;UNFOUNDED
;;;;;;;
II1301616;9/5/2013;6:46:00 p. m.;9/5/2013;6:45:00 p. m.;KRANNERT CENTER;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1301613;9/5/2013;4:50:00 p. m.;9/5/2013;4:50:00 p. m.;FIFTH / CHALMERS;BICYCLE VIOLATION;ARREST
;;;;;;;
II1301612;9/5/2013;2:10:00 p. m.;9/5/2013;12:30:00 p. m.;PSYCHOLOGY;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
CC1308171;9/5/2013;12:00:00 a. m.;9/3/2013;2:00:00 a. m.;blk of OAK E;FORCIBLE SEX OFFENSE;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304928;9/5/2013;12:00:00 a. m.;9/1/2013;1:18:00 a. m.;700 blk of ILLINOIS W;NOISE;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304909;9/5/2013;12:00:00 a. m.;8/31/2013;12:22:00 a. m.;600 blk of ELM ST W;NOISE;REPORTED TO OTHER
;;;;;;;AGENCY
UU1304880;9/5/2013;12:00:00 a. m.;8/30/2013;1:11:00 a. m.;COLER AVE S / GREEN ST W;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308036;9/5/2013;12:00:00 a. m.;8/30/2013;5:00:00 p. m.;N SIXTH ST / E UNIVERSITY AVE;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308035;9/5/2013;12:00:00 a. m.;8/29/2013;10:00:00 p. m.;blk of E JOHN ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1308143;9/5/2013;12:00:00 a. m.;9/2/2013;10:00:00 a. m.;300 blk of E CLARK;LARCENY;REPORTED TO OTHER
