Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
CC1405454,7/1/2014,12:00:00 a. m.,6/23/2014,9:52:00 a. m.,WALGREENS,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405489,7/1/2014,12:00:00 a. m.,6/24/2014,2:00:00 a. m.,blk of DANIEL ST E,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405537,7/1/2014,12:00:00 a. m.,6/23/2014,12:01:00 a. m.,blk of E JOHN ST,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405391,7/1/2014,12:00:00 a. m.,6/21/2014,2:34:00 a. m.,FOURTH / HEALEY,THROW DANGEROUS MATERIAL,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405389,7/1/2014,12:00:00 a. m.,6/21/2014,2:19:00 a. m.,200 blk of GREEN ST E,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
II1401143,7/2/2014,3:24:00 a. m.,7/2/2014,3:24:00 a. m.,COUNTY MARKET,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401143,7/2/2014,3:24:00 a. m.,7/2/2014,3:24:00 a. m.,COUNTY MARKET,RESIST/OBSTRUCT/DISARM AN,ADMIN. CLOSE
,,,,,,OFFICER,
II1401144,7/2/2014,12:08:00 p. m.,7/2/2014,11:10:00 a. m.,UNDERGRADUATE LIBRARY,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401147,7/2/2014,9:46:00 p. m.,7/2/2014,9:05:00 p. m.,ORCHARD DOWNS,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1404912,7/2/2014,12:00:00 a. m.,6/7/2014,1:18:00 a. m.,RED LION,UNLAW USE ID,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405009,7/2/2014,12:00:00 a. m.,6/10/2014,11:15:00 a. m.,blk of CHALMERS ST,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404981,7/2/2014,12:00:00 a. m.,6/9/2014,2:30:00 p. m.,SUPER PANTRY,FORGERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405148,7/2/2014,12:00:00 a. m.,6/14/2014,3:30:00 a. m.,300 blk of E CLARK ST,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404868,7/2/2014,12:00:00 a. m.,6/5/2014,10:00:00 p. m.,BROTHERS BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404869,7/2/2014,12:00:00 a. m.,6/6/2014,12:01:00 a. m.,RED LION,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1404870,7/2/2014,12:00:00 a. m.,6/6/2014,12:22:00 a. m.,KAMS BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
FI141830047,7/2/2014,2:24:00 a. m.,7/2/2014,2:24:00 a. m.,FIFTH/STOUGHTON,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI141830058,7/2/2014,3:40:00 a. m.,7/2/2014,3:40:00 a. m.,UNDERGRAD LIBRARY,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1401150,7/3/2014,3:24:00 p. m.,7/2/2014,4:00:00 p. m.,ARC,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401152,7/3/2014,4:19:00 p. m.,7/3/2014,4:10:00 p. m.,UNDERGRADUATE LIBRARY,ARSON-AGGRAVATED,ARREST
,,,,,,,
II1401152,7/3/2014,4:19:00 p. m.,7/3/2014,4:10:00 p. m.,UNDERGRADUATE LIBRARY,ARSON,ARREST
,,,,,,,
II1401153,7/3/2014,8:42:00 p. m.,7/3/2014,8:42:00 p. m.,CIRCLE K,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1401153,7/3/2014,8:42:00 p. m.,7/3/2014,8:42:00 p. m.,CIRCLE K,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST
,,,,,,,
CC1405800,7/3/2014,12:00:00 a. m.,7/3/2014,7:29:00 p. m.,400 blk of SIXTH ST S,ARSON,REPORTED TO OTHER
,,,,,,,AGENCY
II1401155,7/4/2014,6:01:00 p. m.,7/3/2014,6:20:00 p. m.,WILLARD AIRPORT,THEFT OVER,UNFOUNDED
,,,,,,,
II1401156,7/4/2014,6:56:00 p. m.,7/4/2014,6:56:00 p. m.,SKELTON PLACE,WARRANT-IN STATE,ARREST
,,,,,,,
II1401158,7/4/2014,8:34:00 p. m.,7/4/2014,8:34:00 p. m.,PARKING LOT E-14,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401162,7/4/2014,11:07:00 p. m.,7/4/2014,11:00:00 p. m.,ARBORETUM,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1401162,7/4/2014,11:07:00 p. m.,7/4/2014,11:00:00 p. m.,ARBORETUM,FIREWORKS,ARREST
,,,,,,,
II1401163,7/5/2014,2:27:00 a. m.,7/5/2014,2:27:00 a. m.,FIRST ST S / ARMORY,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401163,7/5/2014,2:27:00 a. m.,7/5/2014,2:27:00 a. m.,FIRST ST S / ARMORY,BATTERY,ARREST
,,,,,,,
II1401163,7/5/2014,2:27:00 a. m.,7/5/2014,2:27:00 a. m.,FIRST ST S / ARMORY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI141860313,7/5/2014,5:15:00 p. m.,7/5/2014,5:15:00 p. m.,FIRST/STADIUM,TRESPASS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401168,7/6/2014,12:51:00 a. m.,7/6/2014,12:51:00 a. m.,FOURTH ST / GREEN ST,WARRANT-IN STATE,ARREST
,,,,,,,
II1401168,7/6/2014,12:51:00 a. m.,7/6/2014,12:51:00 a. m.,FOURTH ST / GREEN ST,OBSTRUCTING JUSTICE,ARREST
,,,,,,,
II1401168,7/6/2014,12:51:00 a. m.,7/6/2014,12:51:00 a. m.,FOURTH ST / GREEN ST,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1401170,7/6/2014,8:51:00 p. m.,7/6/2014,3:00:00 p. m.,UI GOLF COURSE,THEFT-MOTOR VEHICLE,UNFOUNDED
,,,,,,,
CC1405857,7/6/2014,12:00:00 a. m.,7/6/2014,12:56:00 a. m.,S FOURTH ST / GREEN ST,ASSIST UIPD W/DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
II1401172,7/7/2014,9:58:00 a. m.,7/3/2014,9:00:00 p. m.,REHAB EDUCATION CENTER,BURGLARY,ADMIN. CLOSE
,,,,,,,
II1401173,7/8/2014,1:12:00 p. m.,7/8/2014,1:12:00 p. m.,POST I,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401182,7/8/2014,3:28:00 p. m.,7/8/2014,3:28:00 p. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401183,7/8/2014,4:09:00 p. m.,6/13/2014,3:00:00 p. m.,ORCHARD DOWNS,DISORDERLY CONDUCT-ALL OTHER,PENDING
,,,,,,,
II1401183,7/8/2014,4:09:00 p. m.,6/13/2014,3:00:00 p. m.,ORCHARD DOWNS,HARRASMENT BY ELECTRONIC,PENDING
,,,,,,COMMUNICAT,
II1401183,7/8/2014,4:09:00 p. m.,6/13/2014,3:00:00 p. m.,ORCHARD DOWNS,STALKING,PENDING
,,,,,,,
II1401293,7/8/2014,8:25:00 p. m.,7/8/2014,8:25:00 p. m.,600 blk of S NEIL,OBSTRUCTING JUSTICE,PENDING
,,,,,,,
FI141890034,7/8/2014,2:18:00 a. m.,7/8/2014,2:18:00 a. m.,100-BLK DANIEL,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI141900016,7/9/2014,12:48:00 a. m.,7/9/2014,12:48:00 a. m.,MATERIAL SCIENCE,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401187,7/10/2014,10:32:00 p. m.,7/10/2014,10:32:00 p. m.,ASHTON WOODS,WARRANT-IN STATE,ARREST
,,,,,,,
II1401188,7/11/2014,4:19:00 a. m.,7/11/2014,12:01:00 a. m.,CHEM ANNEX,CRIMINAL DAMAGE GOVT SUPPORT,UNFOUNDED
,,,,,,PROP,
II1401190,7/11/2014,6:27:00 p. m.,7/11/2014,6:27:00 p. m.,SMOKE SHACK PARKING LOT,WARRANT-IN STATE,ARREST
,,,,,,,
FI141920072,7/11/2014,3:16:00 a. m.,7/11/2014,3:16:00 a. m.,FIRST/GREEN,DOMESTIC,ADMIN. CLOSED
,,,,,,,
II1401193,7/12/2014,2:11:00 a. m.,7/12/2014,2:11:00 a. m.,GREEN ST E / SECOND,MOB ACTION,ARREST
,,,,,,,
II1401193,7/12/2014,2:11:00 a. m.,7/12/2014,2:11:00 a. m.,GREEN ST E / SECOND,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401193,7/12/2014,2:11:00 a. m.,7/12/2014,2:11:00 a. m.,GREEN ST E / SECOND,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401194,7/12/2014,9:33:00 p. m.,7/12/2014,6:00:00 p. m.,SOCCER FIELD,THEFT OVER,PENDING
,,,,,,,
II1401195,7/12/2014,9:10:00 p. m.,7/12/2014,9:10:00 p. m.,WATER ST S / LOGAN,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1401195,7/12/2014,9:10:00 p. m.,7/12/2014,9:10:00 p. m.,WATER ST S / LOGAN,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI141930019,7/12/2014,12:45:00 a. m.,7/12/2014,12:45:00 a. m.,LINCOLN/WESTERN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI141930603,7/12/2014,11:51:00 p. m.,7/12/2014,11:51:00 p. m.,TRANSIT PLAZA,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401196,7/13/2014,2:38:00 a. m.,7/13/2014,2:38:00 a. m.,400 blk of HEALEY ST E,OTHER CRIMINAL OFFENSES,ARREST
,,,,,,,
II1401196,7/13/2014,2:38:00 a. m.,7/13/2014,2:38:00 a. m.,400 blk of HEALEY ST E,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1401199,7/13/2014,5:37:00 p. m.,7/13/2014,5:37:00 p. m.,600 blk of THIRD STREET S,WARRANT-IN STATE,ARREST
,,,,,,,
II1401200,7/13/2014,7:58:00 p. m.,7/13/2014,7:58:00 p. m.,1300 blk of OAK STREET S,WARRANT-IN STATE,ARREST
,,,,,,,
II1401200,7/13/2014,7:58:00 p. m.,7/13/2014,7:58:00 p. m.,1300 blk of OAK STREET S,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
FI141940070,7/13/2014,2:44:00 a. m.,7/13/2014,2:44:00 a. m.,900 S FIFTH,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401201,7/14/2014,11:46:00 a. m.,7/14/2014,11:46:00 a. m.,GREEN ST W / WRIGHT,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
FI141960046,7/15/2014,3:13:00 a. m.,7/15/2014,3:13:00 a. m.,TOWERS AT THIRD,LIQUOR,ADMIN. CLOSED
,,,,,,,
CC1405752,7/16/2014,12:00:00 a. m.,7/2/2014,3:20:00 a. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405753,7/16/2014,12:00:00 a. m.,7/2/2014,4:00:00 a. m.,COUNTY MARKET,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405648,7/16/2014,12:00:00 a. m.,6/27/2014,8:00:00 p. m.,blk of CHALMERS ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405832,7/16/2014,12:00:00 a. m.,7/5/2014,1:10:00 a. m.,900 blk of S FIRST ST,WEAPON,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401941,7/16/2014,12:00:00 a. m.,3/8/2014,2:35:00 a. m.,100 blk of GREGORY DR,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405634,7/16/2014,12:00:00 a. m.,6/28/2014,5:08:00 a. m.,SMOKE SHOP,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405670,7/16/2014,12:00:00 a. m.,6/29/2014,10:40:00 a. m.,WALGREENS,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405569,7/16/2014,12:00:00 a. m.,6/26/2014,1:01:00 p. m.,COUNTY MARKET,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405522,7/16/2014,12:00:00 a. m.,6/24/2014,11:18:00 p. m.,1100 blk of S SECOND ST,THROW DANGEROUS MATERIAL,REPORTED TO OTHER
,,,,,,,AGENCY
FI141970029,7/16/2014,2:43:00 a. m.,7/16/2014,2:43:00 a. m.,THRID/HEALY,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI141970021,7/16/2014,1:53:00 a. m.,7/16/2014,1:53:00 a. m.,QUAD,DOMESTIC,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401209,7/17/2014,2:07:00 a. m.,7/17/2014,2:07:00 a. m.,1000 blk of GOODWIN W,WARRANT-IN STATE,ARREST
,,,,,,,
II1401213,7/17/2014,4:39:00 p. m.,7/5/2014,12:00:00 p. m.,ILLINI UNION,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401211,7/17/2014,12:00:00 p. m.,7/8/2014,2:30:00 a. m.,COOKIE JAR,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401215,7/18/2014,2:45:00 a. m.,7/18/2014,2:45:00 a. m.,GREEN ST E / FIFTH,BATTERY,PENDING
,,,,,,,
II1401216,7/18/2014,9:00:00 a. m.,7/17/2014,9:00:00 a. m.,CERAMICS BUILDING,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401217,7/18/2014,11:12:00 a. m.,7/17/2014,5:00:00 p. m.,MRL,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401220,7/18/2014,4:02:00 p. m.,7/18/2014,4:02:00 p. m.,BEVIER HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
FI141990057,7/18/2014,2:33:00 a. m.,7/18/2014,2:33:00 a. m.,HARKER HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401222,7/19/2014,12:24:00 a. m.,7/19/2014,12:24:00 a. m.,HEALEY ST W / LYNN,DISORDERLY CONDUCT-ALL OTHER,ARREST
,,,,,,,
II1401223,7/19/2014,12:24:00 p. m.,7/19/2014,12:23:00 p. m.,SIXTH N / BEARDSLEY,ASSIST CPD W/SHOTS FIRED,ADMIN. CLOSE
,,,,,,,
II1401224,7/19/2014,7:42:00 p. m.,7/19/2014,7:42:00 p. m.,ARC,THEFT OVER,ADMIN. CLOSE
,,,,,,,
FI142000125,7/19/2014,5:10:00 a. m.,7/19/2014,5:10:00 a. m.,BURRILL RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI142000108,7/19/2014,2:56:00 a. m.,7/19/2014,2:56:00 a. m.,SECOND/WHITE,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI142000092,7/19/2014,2:41:00 a. m.,7/19/2014,2:41:00 a. m.,ILLINI UNION,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI142010013,7/20/2014,12:21:00 a. m.,7/20/2014,12:21:00 a. m.,PIZZA HUT-GREEN,LIQUOR,ADMIN. CLOSED
,,,,,,,
II1401226,7/21/2014,7:59:00 a. m.,7/21/2014,1:15:00 a. m.,SUBWAY,BURGLARY,ADMIN. CLOSE
,,,,,,,
II1401227,7/21/2014,11:24:00 a. m.,7/21/2014,11:22:00 a. m.,BURRILL HALL,ROBBERY,ARREST
,,,,,,,
II1401227,7/21/2014,11:24:00 a. m.,7/21/2014,11:22:00 a. m.,BURRILL HALL,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1401227,7/21/2014,11:24:00 a. m.,7/21/2014,11:22:00 a. m.,BURRILL HALL,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401230,7/22/2014,8:39:00 a. m.,7/22/2014,8:39:00 a. m.,ROGER ADAMS LAB,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401233,7/22/2014,4:23:00 p. m.,7/22/2014,4:23:00 p. m.,WRIGHT STREET S / JOHN ST,WARRANT-IN STATE,ARREST
,,,,,,,
CC1309631,7/22/2014,12:00:00 a. m.,10/10/2013,9:00:00 a. m.,100 blk of SPRINGFIELD AV E,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406000,7/22/2014,12:00:00 a. m.,7/10/2014,7:47:00 a. m.,FIREHAUS BAR,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405878,7/22/2014,12:00:00 a. m.,7/6/2014,8:00:00 a. m.,300 blk of E WHITE ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405896,7/22/2014,12:00:00 a. m.,5/25/2014,12:00:00 p. m.,400 blk of SPRINGFIELD E AV,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405889,7/22/2014,12:00:00 a. m.,7/5/2014,12:26:00 p. m.,300 blk of SPRINGFIELD AV E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405898,7/22/2014,12:00:00 a. m.,7/7/2014,2:02:00 p. m.,LOT R,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405924,7/22/2014,12:00:00 a. m.,7/8/2014,11:30:00 a. m.,300 blk of THIRD ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405920,7/22/2014,12:00:00 a. m.,7/7/2014,5:00:00 p. m.,600 blk of E GREEN ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405916,7/22/2014,12:00:00 a. m.,7/7/2014,5:00:00 p. m.,700 blk of S SIXTH ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406031,7/22/2014,12:00:00 a. m.,7/12/2014,1:44:00 a. m.,900 blk of LOCUST ST,NOISE VIOLATION,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406005,7/22/2014,12:00:00 a. m.,7/11/2014,12:22:00 a. m.,100 blk of FOURTH ST S,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406032,7/22/2014,12:00:00 a. m.,7/12/2014,2:00:00 a. m.,300 blk of SECOND ST S,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406077,7/22/2014,12:00:00 a. m.,7/11/2014,5:00:00 p. m.,800 blk of LOCUST ST,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1406038,7/22/2014,12:00:00 a. m.,7/12/2014,12:37:00 p. m.,300 blk of E DANIEL ST,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405999,7/22/2014,12:00:00 a. m.,7/10/2014,7:00:00 a. m.,900 blk of THIRD ST S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405826,7/22/2014,12:00:00 a. m.,7/4/2014,11:07:00 p. m.,100 blk of UNIVERSITY AV,RESISTING/OBSTR OFFICER,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405759,7/22/2014,12:00:00 a. m.,6/28/2014,11:30:00 p. m.,RED LION,UNLAWFUL USE OF ID,REPORTED TO OTHER
,,,,,,,AGENCY
II1401235,7/23/2014,5:02:00 p. m.,7/23/2014,2:30:00 p. m.,MATERIALS RESEARCH LAB,THEFT OVER,ADMIN. CLOSE
,,,,,,,
II1401238,7/24/2014,9:23:00 a. m.,7/23/2014,8:00:00 p. m.,ARC,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1405494,7/24/2014,12:00:00 a. m.,6/20/2014,9:00:00 p. m.,300 blk of DANIEL ST E,DATING VIOLENCE,REPORTED TO OTHER
,,,,,,,AGENCY
CC1405355,7/24/2014,12:00:00 a. m.,6/19/2014,11:24:00 p. m.,JOES BREWERY,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
II1401242,7/25/2014,3:05:00 p. m.,7/25/2014,3:05:00 p. m.,CHASE BANK,ASSIST CPD W/BANK ROBBERY,ADMIN. CLOSE
,,,,,,,
FI142060048,7/25/2014,3:00:00 a. m.,7/25/2014,3:00:00 a. m.,FIRST/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI142060040,7/25/2014,2:30:00 a. m.,7/25/2014,2:30:00 a. m.,WRIGHT/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401246,7/26/2014,10:02:00 p. m.,7/26/2014,10:00:00 p. m.,SPRINGFIELD AV / LINCOLN,BATTERY-DOMESTIC,ARREST
,,,,,,,
II1401246,7/26/2014,10:02:00 p. m.,7/26/2014,10:00:00 p. m.,SPRINGFIELD AV / LINCOLN,DISORDERLY CONDUCT-ALL OTHER,PENDING
,,,,,,,
II1401246,7/26/2014,10:02:00 p. m.,7/26/2014,10:00:00 p. m.,SPRINGFIELD AV / LINCOLN,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1401247,7/26/2014,11:16:00 p. m.,7/26/2014,11:16:00 p. m.,SPRINGFIELD AV W / WRIGHT,RESIST/OBSTRUCT/DISARM AN,PENDING
,,,,,,OFFICER,
II1401247,7/26/2014,11:16:00 p. m.,7/26/2014,11:16:00 p. m.,SPRINGFIELD AV W / WRIGHT,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
CC1406481,7/26/2014,12:00:00 a. m.,7/26/2014,11:00:00 p. m.,SIXTH ST / GREEN ST,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
II1401248,7/27/2014,2:06:00 a. m.,7/27/2014,2:06:00 a. m.,SIXTH ST S / HEALEY ST,DRIVING UNDER THE INFL-ALCOHOL,ARREST
,,,,,,,
II1401248,7/27/2014,2:06:00 a. m.,7/27/2014,2:06:00 a. m.,SIXTH ST S / HEALEY ST,BREATH ALCOHOL OVER LIMIT,ARREST
,,,,,,,
II1401249,7/27/2014,11:12:00 p. m.,7/27/2014,11:00:00 p. m.,ILLINI UNION,THEFT UNDER,ARREST
,,,,,,,
II1401249,7/27/2014,11:12:00 p. m.,7/27/2014,11:00:00 p. m.,ILLINI UNION,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401252,7/28/2014,5:42:00 p. m.,7/28/2014,5:42:00 p. m.,ARC,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1401252,7/28/2014,5:42:00 p. m.,7/28/2014,5:42:00 p. m.,ARC,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401253,7/28/2014,8:29:00 p. m.,7/28/2014,8:29:00 p. m.,ARC,THEFT-LABOR OR SERVICES,ARREST
,,,,,,,
II1401255,7/28/2014,11:07:00 p. m.,7/24/2014,7:01:00 p. m.,WARDALL RESIDENCE HALL,FRAUD-CREDIT CARD,ADMIN. CLOSE
,,,,,,,
II1401256,7/28/2014,11:45:00 p. m.,7/28/2014,11:45:00 p. m.,GREEN ST / SIXTH ST,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
CC1406551,7/28/2014,12:00:00 a. m.,7/28/2014,8:50:00 p. m.,200 blk of GREEN E,SIMPLE ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
II1401257,7/29/2014,2:03:00 a. m.,7/29/2014,2:03:00 a. m.,RED LION,BATTERY -CITY,ARREST
,,,,,,,
II1401260,7/29/2014,9:23:00 p. m.,7/29/2014,8:40:00 p. m.,BASKETBALL COURTS,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401261,7/30/2014,4:29:00 p. m.,7/30/2014,3:35:00 p. m.,ILLINI UNION,TRESPASS-STATE SUPPORTED LAND,ARREST
,,,,,,,
II1401264,7/30/2014,8:46:00 p. m.,7/30/2014,8:20:00 p. m.,ILLINI UNION,THEFT UNDER,PENDING
,,,,,,,
II1401265,7/30/2014,9:21:00 p. m.,7/30/2014,12:30:00 p. m.,IGB,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
CC1406482,7/30/2014,12:00:00 a. m.,7/26/2014,10:55:00 p. m.,600 blk of S SIXTH ST,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
AR142110022,7/30/2014,2:18:00 a. m.,7/30/2014,2:18:00 a. m.,300-BLK GREEN ST,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401268,7/31/2014,9:45:00 a. m.,7/31/2014,9:45:00 a. m.,ACES LIBRARY,TRESPASS NOTICE,ADMIN. CLOSE
,,,,,,,
II1401271,7/31/2014,4:42:00 p. m.,7/31/2014,10:00:00 a. m.,KENNEY GYM,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401267,7/31/2014,12:06:00 p. m.,7/31/2014,12:06:00 p. m.,WILLARD AIRPORT,THEFT BY LESSEE,UNFOUNDED
,,,,,,,
CC1405602,7/31/2014,12:00:00 a. m.,6/27/2014,12:12:00 a. m.,BROTHERS BAR,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401843,7/31/2014,12:00:00 a. m.,3/6/2014,2:25:00 a. m.,900 blk of SECOND ST S,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
II1401276,8/1/2014,12:10:00 p. m.,7/26/2014,11:06:00 p. m.,CHALMERS E / SIXTH ST,ASSIST ROBBERY,ADMIN. CLOSE
,,,,,,,
FI142130048,8/1/2014,1:49:00 a. m.,8/1/2014,1:49:00 a. m.,303 E GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401280,8/2/2014,7:01:00 p. m.,8/1/2014,9:00:00 p. m.,PARKING LOT B-21,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1401279,8/2/2014,12:31:00 a. m.,8/2/2014,12:31:00 a. m.,WASHINGTON ST / RAINBOWVIEW,ASSIST UPD WITH K-9,ADMIN. CLOSE
,,,,,,,
FI142140090,8/2/2014,3:45:00 a. m.,8/2/2014,3:45:00 a. m.,100-BLK GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI142140520,8/2/2014,11:37:00 p. m.,8/2/2014,11:37:00 p. m.,800-BLK THIRD,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1401281,8/3/2014,5:25:00 p. m.,8/3/2014,5:20:00 p. m.,UNIVERSITY HIGH SCHOOL,CRIMINAL DAMAGE GOVT SUPPORT,ADMIN. CLOSE
,,,,,,PROP,
II1401282,8/3/2014,6:26:00 p. m.,8/2/2014,3:00:00 p. m.,PARKING LOT B-18,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1401284,8/3/2014,7:57:00 p. m.,8/3/2014,7:57:00 p. m.,ROSATI'S PIZZA,THEFT UNDER,CLEARED EXCEPT. REFUSAL
,,,,,,,TO COO
FI142150079,8/3/2014,3:48:00 a. m.,8/3/2014,3:48:00 a. m.,1100-BLK GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI142150278,8/3/2014,3:50:00 p. m.,8/3/2014,3:50:00 p. m.,SMITH MUSIC,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI142150042,8/3/2014,1:33:00 a. m.,8/3/2014,1:33:00 a. m.,PARKING LOT C-7,DOMESTIC,ADMIN. CLOSED
,,,,,,,
